Name,Tera Type,G-Atk,G-Def,GOOD,Ok,Bad,Weak To,Types
Nymble,Normal,SpA,Def,Fighting,,"Grass, Psychic, Dark",Fighting,Bug
Nymble,Fighting,SpA,Def,"Flying, Fairy",,"Grass, Psychic, Dark","Flying, Psychic, Fairy",Bug
Nymble,Flying,SpA,Def,,"Rock, Electric, Ice","Grass, Psychic, Dark","Rock, Electric, Ice",Bug
Nymble,Poison,SpA,Def,,Ground,"Grass, Psychic, Dark","Ground, Psychic",Bug
Nymble,Ground,SpA,Def,,"Water, Ice","Grass, Psychic, Dark","Water, Grass, Ice",Bug
Nymble,Rock,SpA,Def,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass",Bug
Nymble,Bug,SpA,Def,"Flying, Fire",Rock,"Grass, Psychic, Dark","Flying, Rock, Fire",Bug
Nymble,Ghost,SpA,Def,Ghost,,"Grass, Psychic, Dark","Ghost, Dark",Bug
Nymble,Steel,SpA,Def,"Fighting, Fire",Ground,"Grass, Psychic, Dark","Fighting, Ground, Fire",Bug
Nymble,Fire,SpA,Def,,"Ground, Rock, Water","Grass, Psychic, Dark","Ground, Rock, Water",Bug
Nymble,Water,SpA,Def,,Electric,"Grass, Psychic, Dark","Grass, Electric",Bug
Nymble,Grass,SpA,Def,"Flying, Poison, Fire","Bug, Ice","Grass, Psychic, Dark","Flying, Poison, Bug, Fire, Ice",Bug
Nymble,Electric,SpA,Def,,Ground,"Grass, Psychic, Dark",Ground,Bug
Nymble,Psychic,SpA,Def,Ghost,Bug,"Grass, Psychic, Dark","Bug, Ghost, Dark",Bug
Nymble,Ice,SpA,Def,"Fighting, Steel, Fire",Rock,"Grass, Psychic, Dark","Fighting, Rock, Steel, Fire",Bug
Nymble,Dragon,SpA,Def,Fairy,"Ice, Dragon","Grass, Psychic, Dark","Ice, Dragon, Fairy",Bug
Nymble,Dark,SpA,Def,"Fighting, Fairy",Bug,"Grass, Psychic, Dark","Fighting, Bug, Fairy",Bug
Nymble,Fairy,SpA,Def,"Poison, Steel",,"Grass, Psychic, Dark","Poison, Steel",Bug
Lokix,Normal,SpA,Def,Fighting,,"Grass, Psychic, Dark, Ghost",Fighting,"Bug, Dark"
Lokix,Fighting,SpA,Def,"Flying, Fairy",,"Grass, Psychic, Dark, Ghost","Flying, Psychic, Fairy","Bug, Dark"
Lokix,Flying,SpA,Def,,"Rock, Electric, Ice","Grass, Psychic, Dark, Ghost","Rock, Electric, Ice","Bug, Dark"
Lokix,Poison,SpA,Def,,Ground,"Grass, Psychic, Dark, Ghost","Ground, Psychic","Bug, Dark"
Lokix,Ground,SpA,Def,,"Water, Ice","Grass, Psychic, Dark, Ghost","Water, Grass, Ice","Bug, Dark"
Lokix,Rock,SpA,Def,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark, Ghost","Fighting, Ground, Steel, Water, Grass","Bug, Dark"
Lokix,Bug,SpA,Def,"Flying, Fire",Rock,"Grass, Psychic, Dark, Ghost","Flying, Rock, Fire","Bug, Dark"
Lokix,Ghost,SpA,Def,,,"Grass, Psychic, Dark, Ghost","Ghost, Dark","Bug, Dark"
Lokix,Steel,SpA,Def,"Fighting, Fire",Ground,"Grass, Psychic, Dark, Ghost","Fighting, Ground, Fire","Bug, Dark"
Lokix,Fire,SpA,Def,,"Ground, Rock, Water","Grass, Psychic, Dark, Ghost","Ground, Rock, Water","Bug, Dark"
Lokix,Water,SpA,Def,,Electric,"Grass, Psychic, Dark, Ghost","Grass, Electric","Bug, Dark"
Lokix,Grass,SpA,Def,"Flying, Poison, Fire","Bug, Ice","Grass, Psychic, Dark, Ghost","Flying, Poison, Bug, Fire, Ice","Bug, Dark"
Lokix,Electric,SpA,Def,,Ground,"Grass, Psychic, Dark, Ghost",Ground,"Bug, Dark"
Lokix,Psychic,SpA,Def,,Bug,"Grass, Psychic, Dark, Ghost","Bug, Ghost, Dark","Bug, Dark"
Lokix,Ice,SpA,Def,"Fighting, Steel, Fire",Rock,"Grass, Psychic, Dark, Ghost","Fighting, Rock, Steel, Fire","Bug, Dark"
Lokix,Dragon,SpA,Def,Fairy,"Ice, Dragon","Grass, Psychic, Dark, Ghost","Ice, Dragon, Fairy","Bug, Dark"
Lokix,Dark,SpA,Def,"Fighting, Fairy",Bug,"Grass, Psychic, Dark, Ghost","Fighting, Bug, Fairy","Bug, Dark"
Lokix,Fairy,SpA,Def,"Poison, Steel",,"Grass, Psychic, Dark, Ghost","Poison, Steel","Bug, Dark"
Hoppip,Normal,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water",Fighting,"Flying, Grass"
Hoppip,Fighting,Atk,Any,Flying,"Psychic, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Flying, Psychic, Fairy","Flying, Grass"
Hoppip,Flying,Atk,Any,Electric,Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Rock, Electric, Ice","Flying, Grass"
Hoppip,Poison,Atk,Any,,Psychic,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Psychic","Flying, Grass"
Hoppip,Ground,Atk,Any,,Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Water, Grass, Ice","Flying, Grass"
Hoppip,Rock,Atk,Any,Steel,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass","Flying, Grass"
Hoppip,Bug,Atk,Any,"Flying, Fire",,"Fighting, Bug, Grass, Ground, Rock, Water","Flying, Rock, Fire","Flying, Grass"
Hoppip,Ghost,Atk,Any,,"Ghost, Dark","Fighting, Bug, Grass, Ground, Rock, Water","Ghost, Dark","Flying, Grass"
Hoppip,Steel,Atk,Any,Fire,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Fire","Flying, Grass"
Hoppip,Fire,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Rock, Water","Flying, Grass"
Hoppip,Water,Atk,Any,Electric,,"Fighting, Bug, Grass, Ground, Rock, Water","Grass, Electric","Flying, Grass"
Hoppip,Grass,Atk,Any,"Flying, Poison, Fire",Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Flying, Poison, Bug, Fire, Ice","Flying, Grass"
Hoppip,Electric,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water",Ground,"Flying, Grass"
Hoppip,Psychic,Atk,Any,,"Ghost, Dark","Fighting, Bug, Grass, Ground, Rock, Water","Bug, Ghost, Dark","Flying, Grass"
Hoppip,Ice,Atk,Any,"Steel, Fire",,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Rock, Steel, Fire","Flying, Grass"
Hoppip,Dragon,Atk,Any,Dragon,"Ice, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Ice, Dragon, Fairy","Flying, Grass"
Hoppip,Dark,Atk,Any,,Fairy,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Bug, Fairy","Flying, Grass"
Hoppip,Fairy,Atk,Any,"Poison, Steel",,"Fighting, Bug, Grass, Ground, Rock, Water","Poison, Steel","Flying, Grass"
Skiploom,Normal,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water",Fighting,"Flying, Grass"
Skiploom,Fighting,Atk,Any,Flying,"Psychic, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Flying, Psychic, Fairy","Flying, Grass"
Skiploom,Flying,Atk,Any,Electric,Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Rock, Electric, Ice","Flying, Grass"
Skiploom,Poison,Atk,Any,,Psychic,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Psychic","Flying, Grass"
Skiploom,Ground,Atk,Any,,Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Water, Grass, Ice","Flying, Grass"
Skiploom,Rock,Atk,Any,Steel,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass","Flying, Grass"
Skiploom,Bug,Atk,Any,"Flying, Fire",,"Fighting, Bug, Grass, Ground, Rock, Water","Flying, Rock, Fire","Flying, Grass"
Skiploom,Ghost,Atk,Any,,"Ghost, Dark","Fighting, Bug, Grass, Ground, Rock, Water","Ghost, Dark","Flying, Grass"
Skiploom,Steel,Atk,Any,Fire,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Fire","Flying, Grass"
Skiploom,Fire,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Rock, Water","Flying, Grass"
Skiploom,Water,Atk,Any,Electric,,"Fighting, Bug, Grass, Ground, Rock, Water","Grass, Electric","Flying, Grass"
Skiploom,Grass,Atk,Any,"Flying, Poison, Fire",Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Flying, Poison, Bug, Fire, Ice","Flying, Grass"
Skiploom,Electric,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water",Ground,"Flying, Grass"
Skiploom,Psychic,Atk,Any,,"Ghost, Dark","Fighting, Bug, Grass, Ground, Rock, Water","Bug, Ghost, Dark","Flying, Grass"
Skiploom,Ice,Atk,Any,"Steel, Fire",,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Rock, Steel, Fire","Flying, Grass"
Skiploom,Dragon,Atk,Any,Dragon,"Ice, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Ice, Dragon, Fairy","Flying, Grass"
Skiploom,Dark,Atk,Any,,Fairy,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Bug, Fairy","Flying, Grass"
Skiploom,Fairy,Atk,Any,"Poison, Steel",,"Fighting, Bug, Grass, Ground, Rock, Water","Poison, Steel","Flying, Grass"
Jumpluff,Normal,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water",Fighting,"Flying, Grass"
Jumpluff,Fighting,Atk,Any,Flying,"Psychic, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Flying, Psychic, Fairy","Flying, Grass"
Jumpluff,Flying,Atk,Any,Electric,Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Rock, Electric, Ice","Flying, Grass"
Jumpluff,Poison,Atk,Any,,Psychic,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Psychic","Flying, Grass"
Jumpluff,Ground,Atk,Any,,Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Water, Grass, Ice","Flying, Grass"
Jumpluff,Rock,Atk,Any,Steel,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass","Flying, Grass"
Jumpluff,Bug,Atk,Any,"Flying, Fire",,"Fighting, Bug, Grass, Ground, Rock, Water","Flying, Rock, Fire","Flying, Grass"
Jumpluff,Ghost,Atk,Any,,"Ghost, Dark","Fighting, Bug, Grass, Ground, Rock, Water","Ghost, Dark","Flying, Grass"
Jumpluff,Steel,Atk,Any,Fire,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Fire","Flying, Grass"
Jumpluff,Fire,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Rock, Water","Flying, Grass"
Jumpluff,Water,Atk,Any,Electric,,"Fighting, Bug, Grass, Ground, Rock, Water","Grass, Electric","Flying, Grass"
Jumpluff,Grass,Atk,Any,"Flying, Poison, Fire",Ice,"Fighting, Bug, Grass, Ground, Rock, Water","Flying, Poison, Bug, Fire, Ice","Flying, Grass"
Jumpluff,Electric,Atk,Any,,,"Fighting, Bug, Grass, Ground, Rock, Water",Ground,"Flying, Grass"
Jumpluff,Psychic,Atk,Any,,"Ghost, Dark","Fighting, Bug, Grass, Ground, Rock, Water","Bug, Ghost, Dark","Flying, Grass"
Jumpluff,Ice,Atk,Any,"Steel, Fire",,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Rock, Steel, Fire","Flying, Grass"
Jumpluff,Dragon,Atk,Any,Dragon,"Ice, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Ice, Dragon, Fairy","Flying, Grass"
Jumpluff,Dark,Atk,Any,,Fairy,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Bug, Fairy","Flying, Grass"
Jumpluff,Fairy,Atk,Any,"Poison, Steel",,"Fighting, Bug, Grass, Ground, Rock, Water","Poison, Steel","Flying, Grass"
Fletchling,Normal,Any,Def,,,"Fighting, Bug, Grass",Fighting,"Flying, Normal"
Fletchling,Fighting,Any,Def,,"Flying, Psychic, Fairy","Fighting, Bug, Grass","Flying, Psychic, Fairy","Flying, Normal"
Fletchling,Flying,Any,Def,"Rock, Electric",Ice,"Fighting, Bug, Grass","Rock, Electric, Ice","Flying, Normal"
Fletchling,Poison,Any,Def,,"Ground, Psychic","Fighting, Bug, Grass","Ground, Psychic","Flying, Normal"
Fletchling,Ground,Any,Def,,"Water, Ice","Fighting, Bug, Grass","Water, Grass, Ice","Flying, Normal"
Fletchling,Rock,Any,Def,Steel,"Ground, Water","Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass","Flying, Normal"
Fletchling,Bug,Any,Def,Rock,"Flying, Fire","Fighting, Bug, Grass","Flying, Rock, Fire","Flying, Normal"
Fletchling,Ghost,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Ghost, Dark","Flying, Normal"
Fletchling,Steel,Any,Def,,"Ground, Fire","Fighting, Bug, Grass","Fighting, Ground, Fire","Flying, Normal"
Fletchling,Fire,Any,Def,Rock,"Ground, Water","Fighting, Bug, Grass","Ground, Rock, Water","Flying, Normal"
Fletchling,Water,Any,Def,Electric,,"Fighting, Bug, Grass","Grass, Electric","Flying, Normal"
Fletchling,Grass,Any,Def,,"Flying, Poison, Fire, Ice","Fighting, Bug, Grass","Flying, Poison, Bug, Fire, Ice","Flying, Normal"
Fletchling,Electric,Any,Def,,Ground,"Fighting, Bug, Grass",Ground,"Flying, Normal"
Fletchling,Psychic,Any,Def,Ghost,Dark,"Fighting, Bug, Grass","Bug, Ghost, Dark","Flying, Normal"
Fletchling,Ice,Any,Def,"Rock, Steel",Fire,"Fighting, Bug, Grass","Fighting, Rock, Steel, Fire","Flying, Normal"
Fletchling,Dragon,Any,Def,,"Ice, Dragon, Fairy","Fighting, Bug, Grass","Ice, Dragon, Fairy","Flying, Normal"
Fletchling,Dark,Any,Def,,Fairy,"Fighting, Bug, Grass","Fighting, Bug, Fairy","Flying, Normal"
Fletchling,Fairy,Any,Def,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel","Flying, Normal"
Fletchinder,Normal,Any,Def,,,"Bug, Steel, Grass, Ice, Fighting",Fighting,"Fire, Flying"
Fletchinder,Fighting,Any,Def,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice, Fighting","Flying, Psychic, Fairy","Fire, Flying"
Fletchinder,Flying,Any,Def,"Rock, Electric",,"Bug, Steel, Grass, Ice, Fighting","Rock, Electric, Ice","Fire, Flying"
Fletchinder,Poison,Any,Def,,"Ground, Psychic","Bug, Steel, Grass, Ice, Fighting","Ground, Psychic","Fire, Flying"
Fletchinder,Ground,Any,Def,Water,,"Bug, Steel, Grass, Ice, Fighting","Water, Grass, Ice","Fire, Flying"
Fletchinder,Rock,Any,Def,Water,Ground,"Bug, Steel, Grass, Ice, Fighting","Fighting, Ground, Steel, Water, Grass","Fire, Flying"
Fletchinder,Bug,Any,Def,"Rock, Fire",Flying,"Bug, Steel, Grass, Ice, Fighting","Flying, Rock, Fire","Fire, Flying"
Fletchinder,Ghost,Any,Def,,"Ghost, Dark","Bug, Steel, Grass, Ice, Fighting","Ghost, Dark","Fire, Flying"
Fletchinder,Steel,Any,Def,Fire,Ground,"Bug, Steel, Grass, Ice, Fighting","Fighting, Ground, Fire","Fire, Flying"
Fletchinder,Fire,Any,Def,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Fighting","Ground, Rock, Water","Fire, Flying"
Fletchinder,Water,Any,Def,Electric,,"Bug, Steel, Grass, Ice, Fighting","Grass, Electric","Fire, Flying"
Fletchinder,Grass,Any,Def,Fire,"Flying, Poison","Bug, Steel, Grass, Ice, Fighting","Flying, Poison, Bug, Fire, Ice","Fire, Flying"
Fletchinder,Electric,Any,Def,,Ground,"Bug, Steel, Grass, Ice, Fighting",Ground,"Fire, Flying"
Fletchinder,Psychic,Any,Def,,"Ghost, Dark","Bug, Steel, Grass, Ice, Fighting","Bug, Ghost, Dark","Fire, Flying"
Fletchinder,Ice,Any,Def,"Rock, Fire",,"Bug, Steel, Grass, Ice, Fighting","Fighting, Rock, Steel, Fire","Fire, Flying"
Fletchinder,Dragon,Any,Def,Dragon,Fairy,"Bug, Steel, Grass, Ice, Fighting","Ice, Dragon, Fairy","Fire, Flying"
Fletchinder,Dark,Any,Def,,Fairy,"Bug, Steel, Grass, Ice, Fighting","Fighting, Bug, Fairy","Fire, Flying"
Fletchinder,Fairy,Any,Def,,Poison,"Bug, Steel, Grass, Ice, Fighting","Poison, Steel","Fire, Flying"
Talonflame,Normal,Any,Any,,,"Bug, Steel, Grass, Ice, Fighting",Fighting,"Fire, Flying"
Talonflame,Fighting,Any,Any,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice, Fighting","Flying, Psychic, Fairy","Fire, Flying"
Talonflame,Flying,Any,Any,"Rock, Electric",,"Bug, Steel, Grass, Ice, Fighting","Rock, Electric, Ice","Fire, Flying"
Talonflame,Poison,Any,Any,,"Ground, Psychic","Bug, Steel, Grass, Ice, Fighting","Ground, Psychic","Fire, Flying"
Talonflame,Ground,Any,Any,Water,,"Bug, Steel, Grass, Ice, Fighting","Water, Grass, Ice","Fire, Flying"
Talonflame,Rock,Any,Any,Water,Ground,"Bug, Steel, Grass, Ice, Fighting","Fighting, Ground, Steel, Water, Grass","Fire, Flying"
Talonflame,Bug,Any,Any,"Rock, Fire",Flying,"Bug, Steel, Grass, Ice, Fighting","Flying, Rock, Fire","Fire, Flying"
Talonflame,Ghost,Any,Any,,"Ghost, Dark","Bug, Steel, Grass, Ice, Fighting","Ghost, Dark","Fire, Flying"
Talonflame,Steel,Any,Any,Fire,Ground,"Bug, Steel, Grass, Ice, Fighting","Fighting, Ground, Fire","Fire, Flying"
Talonflame,Fire,Any,Any,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Fighting","Ground, Rock, Water","Fire, Flying"
Talonflame,Water,Any,Any,Electric,,"Bug, Steel, Grass, Ice, Fighting","Grass, Electric","Fire, Flying"
Talonflame,Grass,Any,Any,Fire,"Flying, Poison","Bug, Steel, Grass, Ice, Fighting","Flying, Poison, Bug, Fire, Ice","Fire, Flying"
Talonflame,Electric,Any,Any,,Ground,"Bug, Steel, Grass, Ice, Fighting",Ground,"Fire, Flying"
Talonflame,Psychic,Any,Any,,"Ghost, Dark","Bug, Steel, Grass, Ice, Fighting","Bug, Ghost, Dark","Fire, Flying"
Talonflame,Ice,Any,Any,"Rock, Fire",,"Bug, Steel, Grass, Ice, Fighting","Fighting, Rock, Steel, Fire","Fire, Flying"
Talonflame,Dragon,Any,Any,Dragon,Fairy,"Bug, Steel, Grass, Ice, Fighting","Ice, Dragon, Fairy","Fire, Flying"
Talonflame,Dark,Any,Any,,Fairy,"Bug, Steel, Grass, Ice, Fighting","Fighting, Bug, Fairy","Fire, Flying"
Talonflame,Fairy,Any,Any,,Poison,"Bug, Steel, Grass, Ice, Fighting","Poison, Steel","Fire, Flying"
Pawmi,Normal,Atk,Def,,Fighting,"Flying, Water",Fighting,Electric
Pawmi,Fighting,Atk,Def,,"Psychic, Fairy","Flying, Water","Flying, Psychic, Fairy",Electric
Pawmi,Flying,Atk,Def,Electric,"Rock, Ice","Flying, Water","Rock, Electric, Ice",Electric
Pawmi,Poison,Atk,Def,Ground,Psychic,"Flying, Water","Ground, Psychic",Electric
Pawmi,Ground,Atk,Def,Grass,Ice,"Flying, Water","Water, Grass, Ice",Electric
Pawmi,Rock,Atk,Def,"Ground, Grass","Fighting, Steel","Flying, Water","Fighting, Ground, Steel, Water, Grass",Electric
Pawmi,Bug,Atk,Def,,"Rock, Fire","Flying, Water","Flying, Rock, Fire",Electric
Pawmi,Ghost,Atk,Def,,"Ghost, Dark","Flying, Water","Ghost, Dark",Electric
Pawmi,Steel,Atk,Def,Ground,"Fighting, Fire","Flying, Water","Fighting, Ground, Fire",Electric
Pawmi,Fire,Atk,Def,Ground,Rock,"Flying, Water","Ground, Rock, Water",Electric
Pawmi,Water,Atk,Def,"Grass, Electric",,"Flying, Water","Grass, Electric",Electric
Pawmi,Grass,Atk,Def,,"Poison, Bug, Fire, Ice","Flying, Water","Flying, Poison, Bug, Fire, Ice",Electric
Pawmi,Electric,Atk,Def,Ground,,"Flying, Water",Ground,Electric
Pawmi,Psychic,Atk,Def,,"Bug, Ghost, Dark","Flying, Water","Bug, Ghost, Dark",Electric
Pawmi,Ice,Atk,Def,,"Fighting, Rock, Steel, Fire","Flying, Water","Fighting, Rock, Steel, Fire",Electric
Pawmi,Dragon,Atk,Def,Dragon,"Ice, Fairy","Flying, Water","Ice, Dragon, Fairy",Electric
Pawmi,Dark,Atk,Def,,"Fighting, Bug, Fairy","Flying, Water","Fighting, Bug, Fairy",Electric
Pawmi,Fairy,Atk,Def,,"Poison, Steel","Flying, Water","Poison, Steel",Electric
Pawmo,Normal,Any,Def,,Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark",Fighting,"Electric, Fighting"
Pawmo,Fighting,Any,Def,"Psychic, Fairy",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy","Electric, Fighting"
Pawmo,Flying,Any,Def,Electric,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Rock, Electric, Ice","Electric, Fighting"
Pawmo,Poison,Any,Def,"Ground, Psychic",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Psychic","Electric, Fighting"
Pawmo,Ground,Any,Def,Grass,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Water, Grass, Ice","Electric, Fighting"
Pawmo,Rock,Any,Def,"Ground, Grass",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass","Electric, Fighting"
Pawmo,Bug,Any,Def,,Fire,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Rock, Fire","Electric, Fighting"
Pawmo,Ghost,Any,Def,Ghost,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ghost, Dark","Electric, Fighting"
Pawmo,Steel,Any,Def,Ground,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire","Electric, Fighting"
Pawmo,Fire,Any,Def,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water","Electric, Fighting"
Pawmo,Water,Any,Def,"Grass, Electric",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Grass, Electric","Electric, Fighting"
Pawmo,Grass,Any,Def,"Poison, Bug",Fire,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Poison, Bug, Fire, Ice","Electric, Fighting"
Pawmo,Electric,Any,Def,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark",Ground,"Electric, Fighting"
Pawmo,Psychic,Any,Def,"Ghost, Bug",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Bug, Ghost, Dark","Electric, Fighting"
Pawmo,Ice,Any,Def,,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Rock, Steel, Fire","Electric, Fighting"
Pawmo,Dragon,Any,Def,"Dragon, Fairy",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ice, Dragon, Fairy","Electric, Fighting"
Pawmo,Dark,Any,Def,"Bug, Fairy",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy","Electric, Fighting"
Pawmo,Fairy,Any,Def,Poison,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Poison, Steel","Electric, Fighting"
Pawmot,Normal,Any,Def,,Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark",Fighting,"Electric, Fighting"
Pawmot,Fighting,Any,Def,"Psychic, Fairy",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy","Electric, Fighting"
Pawmot,Flying,Any,Def,Electric,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Rock, Electric, Ice","Electric, Fighting"
Pawmot,Poison,Any,Def,"Ground, Psychic",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Psychic","Electric, Fighting"
Pawmot,Ground,Any,Def,Grass,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Water, Grass, Ice","Electric, Fighting"
Pawmot,Rock,Any,Def,"Ground, Grass",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass","Electric, Fighting"
Pawmot,Bug,Any,Def,,Fire,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Rock, Fire","Electric, Fighting"
Pawmot,Ghost,Any,Def,Ghost,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ghost, Dark","Electric, Fighting"
Pawmot,Steel,Any,Def,Ground,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Fire","Electric, Fighting"
Pawmot,Fire,Any,Def,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water","Electric, Fighting"
Pawmot,Water,Any,Def,"Grass, Electric",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Grass, Electric","Electric, Fighting"
Pawmot,Grass,Any,Def,"Poison, Bug",Fire,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Flying, Poison, Bug, Fire, Ice","Electric, Fighting"
Pawmot,Electric,Any,Def,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark",Ground,"Electric, Fighting"
Pawmot,Psychic,Any,Def,"Ghost, Bug",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Bug, Ghost, Dark","Electric, Fighting"
Pawmot,Ice,Any,Def,,"Fighting, Fire","Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Rock, Steel, Fire","Electric, Fighting"
Pawmot,Dragon,Any,Def,"Dragon, Fairy",,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ice, Dragon, Fairy","Electric, Fighting"
Pawmot,Dark,Any,Def,"Bug, Fairy",Fighting,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy","Electric, Fighting"
Pawmot,Fairy,Any,Def,Poison,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Poison, Steel","Electric, Fighting"
Houndour,Normal,Atk,SpD,Fighting,,"Ghost, Psychic, Bug, Steel, Grass, Ice",Fighting,"Dark, Fire"
Houndour,Fighting,Atk,SpD,Fairy,Flying,"Ghost, Psychic, Bug, Steel, Grass, Ice","Flying, Psychic, Fairy","Dark, Fire"
Houndour,Flying,Atk,SpD,Rock,Electric,"Ghost, Psychic, Bug, Steel, Grass, Ice","Rock, Electric, Ice","Dark, Fire"
Houndour,Poison,Atk,SpD,,Ground,"Ghost, Psychic, Bug, Steel, Grass, Ice","Ground, Psychic","Dark, Fire"
Houndour,Ground,Atk,SpD,Water,,"Ghost, Psychic, Bug, Steel, Grass, Ice","Water, Grass, Ice","Dark, Fire"
Houndour,Rock,Atk,SpD,"Fighting, Water",Ground,"Ghost, Psychic, Bug, Steel, Grass, Ice","Fighting, Ground, Steel, Water, Grass","Dark, Fire"
Houndour,Bug,Atk,SpD,"Rock, Fire",Flying,"Ghost, Psychic, Bug, Steel, Grass, Ice","Flying, Rock, Fire","Dark, Fire"
Houndour,Ghost,Atk,SpD,Dark,,"Ghost, Psychic, Bug, Steel, Grass, Ice","Ghost, Dark","Dark, Fire"
