Tera Type,Atk 1,Atk 2,GOOD,Ok,Bad,Weak To
Normal,Fairy,Ground,,,"Fighting, Dragon, Dark, Poison, Rock, Steel, Fire, Electric",Fighting
Normal,Fairy,Rock,,,"Fighting, Dragon, Dark, Flying, Bug, Fire, Ice",Fighting
Normal,Fairy,Bug,,,"Fighting, Dragon, Dark, Grass, Psychic",Fighting
Normal,Fairy,Ghost,,,"Fighting, Dragon, Dark, Ghost, Psychic",Fighting
Normal,Fairy,Steel,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Fighting
Normal,Fairy,Fire,,,"Fighting, Dragon, Dark, Bug, Steel, Grass, Ice",Fighting
Normal,Fairy,Water,,,"Fighting, Dragon, Dark, Ground, Rock, Fire",Fighting
Normal,Fairy,Grass,,,"Fighting, Dragon, Dark, Ground, Rock, Water",Fighting
Normal,Fairy,Electric,,,"Fighting, Dragon, Dark, Flying, Water",Fighting
Normal,Fairy,Psychic,,,"Fighting, Dragon, Dark, Poison",Fighting
Normal,Fairy,Ice,,,"Fighting, Dragon, Dark, Flying, Ground, Grass",Fighting
Normal,Fairy,Dragon,,,"Fighting, Dragon, Dark",Fighting
Normal,Fairy,Dark,,,"Fighting, Dragon, Dark, Ghost, Psychic",Fighting
Normal,Fairy,,,,"Fighting, Dragon, Dark",Fighting
Fighting,Unknown,,"Flying, Psychic, Fairy",,,"Flying, Psychic, Fairy"
Fighting,Normal,,,"Flying, Psychic, Fairy",,"Flying, Psychic, Fairy"
Fighting,Normal,Fighting,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Normal,Flying,,"Flying, Psychic, Fairy","Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Normal,Poison,,"Flying, Psychic","Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Normal,Ground,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Normal,Rock,,"Psychic, Fairy","Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Normal,Bug,"Flying, Fairy",,"Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Normal,Ghost,,"Flying, Fairy","Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Normal,Steel,,"Flying, Psychic","Rock, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Normal,Fire,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice","Flying, Psychic, Fairy"
Fighting,Normal,Water,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Normal,Grass,Flying,"Psychic, Fairy","Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Normal,Electric,,"Psychic, Fairy","Flying, Water","Flying, Psychic, Fairy"
Fighting,Normal,Psychic,Psychic,"Flying, Fairy","Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Normal,Ice,,"Psychic, Fairy","Flying, Ground, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Normal,Dragon,Fairy,"Flying, Psychic",Dragon,"Flying, Psychic, Fairy"
Fighting,Normal,Dark,Fairy,Flying,"Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Normal,Fairy,,"Flying, Psychic, Fairy","Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Fighting,Normal,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Fighting,,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Fighting,Flying,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Fighting,Poison,"Flying, Psychic",,"Normal, Rock, Steel, Ice, Dark, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Fighting,Ground,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Poison, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Fighting,Rock,"Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Flying, Bug, Fire","Flying, Psychic, Fairy"
Fighting,Fighting,Bug,"Flying, Fairy",,"Normal, Rock, Steel, Ice, Dark, Grass, Psychic","Flying, Psychic, Fairy"
Fighting,Fighting,Ghost,"Flying, Fairy",,"Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Fighting,Steel,"Flying, Psychic",,"Normal, Rock, Steel, Ice, Dark, Fairy","Flying, Psychic, Fairy"
Fighting,Fighting,Fire,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Fighting,Water,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Ground, Fire","Flying, Psychic, Fairy"
Fighting,Fighting,Grass,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Ground, Water","Flying, Psychic, Fairy"
Fighting,Fighting,Electric,"Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Flying, Water","Flying, Psychic, Fairy"
Fighting,Fighting,Psychic,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Fighting,Ice,"Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Flying, Ground, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Fighting,Dragon,"Fairy, Flying, Psychic",,"Normal, Rock, Steel, Ice, Dark, Dragon","Flying, Psychic, Fairy"
Fighting,Fighting,Dark,"Flying, Fairy",,"Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Fighting,Fairy,"Flying, Psychic, Fairy",,"Normal, Rock, Steel, Ice, Dark, Fighting, Dragon","Flying, Psychic, Fairy"
Fighting,Flying,Normal,,"Flying, Psychic, Fairy","Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Flying,Fighting,"Flying, Psychic, Fairy",,"Fighting, Bug, Grass, Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Flying,,,"Flying, Psychic, Fairy","Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Flying,Poison,,"Flying, Psychic","Fighting, Bug, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Flying,Ground,Flying,"Psychic, Fairy","Fighting, Bug, Grass, Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Flying,Rock,,"Psychic, Fairy","Fighting, Bug, Grass, Flying, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Flying,Bug,"Flying, Fairy",,"Fighting, Bug, Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Flying,Ghost,,"Flying, Fairy","Fighting, Bug, Grass, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Flying,Steel,,"Flying, Psychic","Fighting, Bug, Grass, Rock, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Flying,Fire,,"Flying, Psychic, Fairy","Fighting, Bug, Grass, Steel, Ice","Flying, Psychic, Fairy"
Fighting,Flying,Water,,"Flying, Psychic, Fairy","Fighting, Bug, Grass, Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Flying,Grass,Flying,"Psychic, Fairy","Fighting, Bug, Grass, Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Flying,Electric,,"Psychic, Fairy","Fighting, Bug, Grass, Flying, Water","Flying, Psychic, Fairy"
Fighting,Flying,Psychic,Psychic,"Flying, Fairy","Fighting, Bug, Grass, Poison","Flying, Psychic, Fairy"
Fighting,Flying,Ice,,"Psychic, Fairy","Fighting, Bug, Grass, Flying, Ground, Dragon","Flying, Psychic, Fairy"
Fighting,Flying,Dragon,Fairy,"Flying, Psychic","Fighting, Bug, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Flying,Dark,Fairy,Flying,"Fighting, Bug, Grass, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Flying,Fairy,,"Flying, Psychic, Fairy","Fighting, Bug, Grass, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Poison,Normal,,"Flying, Psychic","Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Poison,Fighting,"Flying, Psychic",,"Grass, Fairy, Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Poison,Flying,,"Flying, Psychic","Grass, Fairy, Fighting, Bug","Flying, Psychic, Fairy"
Fighting,Poison,,,"Flying, Psychic","Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Poison,Ground,Flying,Psychic,"Grass, Fairy, Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Poison,Rock,,Psychic,"Grass, Fairy, Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Poison,Bug,Flying,,"Grass, Fairy, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Poison,Ghost,,Flying,"Grass, Fairy, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Poison,Steel,,"Flying, Psychic","Grass, Fairy, Rock, Ice","Flying, Psychic, Fairy"
Fighting,Poison,Fire,,"Flying, Psychic","Grass, Fairy, Bug, Steel, Ice","Flying, Psychic, Fairy"
Fighting,Poison,Water,,"Flying, Psychic","Grass, Fairy, Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Poison,Grass,Flying,Psychic,"Grass, Fairy, Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Poison,Electric,,Psychic,"Grass, Fairy, Flying, Water","Flying, Psychic, Fairy"
Fighting,Poison,Psychic,Psychic,Flying,"Grass, Fairy, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Poison,Ice,,Psychic,"Grass, Fairy, Flying, Ground, Dragon","Flying, Psychic, Fairy"
Fighting,Poison,Dragon,,"Flying, Psychic","Grass, Fairy, Dragon","Flying, Psychic, Fairy"
Fighting,Poison,Dark,,Flying,"Grass, Fairy, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Poison,Fairy,,"Flying, Psychic","Grass, Fairy, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Ground,Normal,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Ground,Fighting,"Flying, Psychic, Fairy",,"Poison, Rock, Steel, Fire, Electric, Normal, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Ground,Flying,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Ground,Poison,Flying,Psychic,"Poison, Rock, Steel, Fire, Electric, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Ground,,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Ground,Rock,,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Flying, Bug, Ice","Flying, Psychic, Fairy"
Fighting,Ground,Bug,"Flying, Fairy",,"Poison, Rock, Steel, Fire, Electric, Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Ground,Ghost,Flying,Fairy,"Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Ground,Steel,Flying,Psychic,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Ground,Fire,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Bug, Grass, Ice","Flying, Psychic, Fairy"
Fighting,Ground,Water,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Ground","Flying, Psychic, Fairy"
Fighting,Ground,Grass,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Ground, Water","Flying, Psychic, Fairy"
Fighting,Ground,Electric,,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Flying, Water","Flying, Psychic, Fairy"
Fighting,Ground,Psychic,"Flying, Psychic",Fairy,"Poison, Rock, Steel, Fire, Electric, Fighting","Flying, Psychic, Fairy"
Fighting,Ground,Ice,,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Flying, Ground, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Ground,Dragon,"Fairy, Flying",Psychic,"Poison, Rock, Steel, Fire, Electric, Dragon","Flying, Psychic, Fairy"
Fighting,Ground,Dark,"Flying, Fairy",,"Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Ground,Fairy,Flying,"Psychic, Fairy","Poison, Rock, Steel, Fire, Electric, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Rock,Normal,,"Psychic, Fairy","Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Rock,Fighting,"Psychic, Fairy",,"Flying, Bug, Fire, Ice, Normal, Rock, Steel, Dark","Flying, Psychic, Fairy"
Fighting,Rock,Flying,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Fighting, Grass","Flying, Psychic, Fairy"
Fighting,Rock,Poison,,Psychic,"Flying, Bug, Fire, Ice, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Rock,Ground,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Poison, Rock, Steel, Electric","Flying, Psychic, Fairy"
Fighting,Rock,,,"Psychic, Fairy","Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Rock,Bug,Fairy,,"Flying, Bug, Fire, Ice, Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Rock,Ghost,,Fairy,"Flying, Bug, Fire, Ice, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Rock,Steel,,Psychic,"Flying, Bug, Fire, Ice, Rock, Fairy","Flying, Psychic, Fairy"
Fighting,Rock,Fire,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Steel, Grass","Flying, Psychic, Fairy"
Fighting,Rock,Water,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Ground, Rock","Flying, Psychic, Fairy"
Fighting,Rock,Grass,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Rock,Electric,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Water","Flying, Psychic, Fairy"
Fighting,Rock,Psychic,Psychic,Fairy,"Flying, Bug, Fire, Ice, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Rock,Ice,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Ground, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Rock,Dragon,Fairy,Psychic,"Flying, Bug, Fire, Ice, Dragon","Flying, Psychic, Fairy"
Fighting,Rock,Dark,Fairy,,"Flying, Bug, Fire, Ice, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Rock,Fairy,,"Psychic, Fairy","Flying, Bug, Fire, Ice, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Bug,Normal,"Flying, Fairy",,"Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Bug,Fighting,"Flying, Fairy",,"Grass, Psychic, Dark, Normal, Rock, Steel, Ice","Flying, Psychic, Fairy"
Fighting,Bug,Flying,"Flying, Fairy",,"Grass, Psychic, Dark, Fighting, Bug","Flying, Psychic, Fairy"
Fighting,Bug,Poison,Flying,,"Grass, Psychic, Dark, Fairy","Flying, Psychic, Fairy"
Fighting,Bug,Ground,"Flying, Fairy",,"Grass, Psychic, Dark, Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Bug,Rock,Fairy,,"Grass, Psychic, Dark, Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Bug,,"Flying, Fairy",,"Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Bug,Ghost,"Flying, Fairy",,"Grass, Psychic, Dark, Ghost","Flying, Psychic, Fairy"
Fighting,Bug,Steel,Flying,,"Grass, Psychic, Dark, Rock, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Bug,Fire,"Flying, Fairy",,"Grass, Psychic, Dark, Bug, Steel, Ice","Flying, Psychic, Fairy"
Fighting,Bug,Water,"Flying, Fairy",,"Grass, Psychic, Dark, Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Bug,Grass,"Flying, Fairy",,"Grass, Psychic, Dark, Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Bug,Electric,Fairy,,"Grass, Psychic, Dark, Flying, Water","Flying, Psychic, Fairy"
Fighting,Bug,Psychic,"Flying, Fairy",,"Grass, Psychic, Dark, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Bug,Ice,Fairy,,"Grass, Psychic, Dark, Flying, Ground, Dragon","Flying, Psychic, Fairy"
Fighting,Bug,Dragon,"Fairy, Flying",,"Grass, Psychic, Dark, Dragon","Flying, Psychic, Fairy"
Fighting,Bug,Dark,"Flying, Fairy",,"Grass, Psychic, Dark, Ghost","Flying, Psychic, Fairy"
Fighting,Bug,Fairy,"Flying, Fairy",,"Grass, Psychic, Dark, Fighting, Dragon","Flying, Psychic, Fairy"
Fighting,Ghost,Normal,,"Flying, Fairy","Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Ghost,Fighting,"Flying, Fairy",,"Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Ghost,Flying,,"Flying, Fairy","Ghost, Psychic, Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Ghost,Poison,,Flying,"Ghost, Psychic, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Ghost,Ground,Flying,Fairy,"Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Ghost,Rock,,Fairy,"Ghost, Psychic, Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
Fighting,Ghost,Bug,"Flying, Fairy",,"Ghost, Psychic, Grass, Dark","Flying, Psychic, Fairy"
Fighting,Ghost,,,"Flying, Fairy","Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Ghost,Steel,,Flying,"Ghost, Psychic, Rock, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Ghost,Fire,,"Flying, Fairy","Ghost, Psychic, Bug, Steel, Grass, Ice","Flying, Psychic, Fairy"
Fighting,Ghost,Water,,"Flying, Fairy","Ghost, Psychic, Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Ghost,Grass,Flying,Fairy,"Ghost, Psychic, Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Ghost,Electric,,Fairy,"Ghost, Psychic, Flying, Water","Flying, Psychic, Fairy"
Fighting,Ghost,Psychic,,"Flying, Fairy","Ghost, Psychic, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Ghost,Ice,,Fairy,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Ghost,Dragon,Fairy,Flying,"Ghost, Psychic, Dragon","Flying, Psychic, Fairy"
Fighting,Ghost,Dark,Fairy,Flying,"Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Ghost,Fairy,,"Flying, Fairy","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Steel,Normal,,"Flying, Psychic","Rock, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Steel,Fighting,"Flying, Psychic",,"Rock, Ice, Fairy, Normal, Steel, Dark","Flying, Psychic, Fairy"
Fighting,Steel,Flying,,"Flying, Psychic","Rock, Ice, Fairy, Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Steel,Poison,,"Flying, Psychic","Rock, Ice, Fairy, Grass","Flying, Psychic, Fairy"
Fighting,Steel,Ground,Flying,Psychic,"Rock, Ice, Fairy, Poison, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Steel,Rock,,Psychic,"Rock, Ice, Fairy, Flying, Bug, Fire","Flying, Psychic, Fairy"
Fighting,Steel,Bug,Flying,,"Rock, Ice, Fairy, Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Steel,Ghost,,Flying,"Rock, Ice, Fairy, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Steel,,,"Flying, Psychic","Rock, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Steel,Fire,,"Flying, Psychic","Rock, Ice, Fairy, Bug, Steel, Grass","Flying, Psychic, Fairy"
Fighting,Steel,Water,,"Flying, Psychic","Rock, Ice, Fairy, Ground, Fire","Flying, Psychic, Fairy"
Fighting,Steel,Grass,Flying,Psychic,"Rock, Ice, Fairy, Ground, Water","Flying, Psychic, Fairy"
Fighting,Steel,Electric,,Psychic,"Rock, Ice, Fairy, Flying, Water","Flying, Psychic, Fairy"
Fighting,Steel,Psychic,Psychic,Flying,"Rock, Ice, Fairy, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Steel,Ice,,Psychic,"Rock, Ice, Fairy, Flying, Ground, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Steel,Dragon,,"Flying, Psychic","Rock, Ice, Fairy, Dragon","Flying, Psychic, Fairy"
Fighting,Steel,Dark,,Flying,"Rock, Ice, Fairy, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Steel,Fairy,,"Flying, Psychic","Rock, Ice, Fairy, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Fire,Normal,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice","Flying, Psychic, Fairy"
Fighting,Fire,Fighting,"Flying, Psychic, Fairy",,"Bug, Steel, Grass, Ice, Normal, Rock, Dark","Flying, Psychic, Fairy"
Fighting,Fire,Flying,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice, Fighting","Flying, Psychic, Fairy"
Fighting,Fire,Poison,,"Flying, Psychic","Bug, Steel, Grass, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Fire,Ground,Flying,"Psychic, Fairy","Bug, Steel, Grass, Ice, Poison, Rock, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Fire,Rock,,"Psychic, Fairy","Bug, Steel, Grass, Ice, Flying, Fire","Flying, Psychic, Fairy"
Fighting,Fire,Bug,"Flying, Fairy",,"Bug, Steel, Grass, Ice, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Fire,Ghost,,"Flying, Fairy","Bug, Steel, Grass, Ice, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Fire,Steel,,"Flying, Psychic","Bug, Steel, Grass, Ice, Rock, Fairy","Flying, Psychic, Fairy"
Fighting,Fire,,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice","Flying, Psychic, Fairy"
Fighting,Fire,Water,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice, Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Fire,Grass,Flying,"Psychic, Fairy","Bug, Steel, Grass, Ice, Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Fire,Electric,,"Psychic, Fairy","Bug, Steel, Grass, Ice, Flying, Water","Flying, Psychic, Fairy"
Fighting,Fire,Psychic,Psychic,"Flying, Fairy","Bug, Steel, Grass, Ice, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Fire,Ice,,"Psychic, Fairy","Bug, Steel, Grass, Ice, Flying, Ground, Dragon","Flying, Psychic, Fairy"
Fighting,Fire,Dragon,Fairy,"Flying, Psychic","Bug, Steel, Grass, Ice, Dragon","Flying, Psychic, Fairy"
Fighting,Fire,Dark,Fairy,Flying,"Bug, Steel, Grass, Ice, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Fire,Fairy,,"Flying, Psychic, Fairy","Bug, Steel, Grass, Ice, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Water,Normal,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Water,Fighting,"Flying, Psychic, Fairy",,"Ground, Rock, Fire, Normal, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Water,Flying,,"Flying, Psychic, Fairy","Ground, Rock, Fire, Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Water,Poison,,"Flying, Psychic","Ground, Rock, Fire, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Water,Ground,Flying,"Psychic, Fairy","Ground, Rock, Fire, Poison, Steel, Electric","Flying, Psychic, Fairy"
Fighting,Water,Rock,,"Psychic, Fairy","Ground, Rock, Fire, Flying, Bug, Ice","Flying, Psychic, Fairy"
Fighting,Water,Bug,"Flying, Fairy",,"Ground, Rock, Fire, Grass, Psychic, Dark","Flying, Psychic, Fairy"
Fighting,Water,Ghost,,"Flying, Fairy","Ground, Rock, Fire, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Water,Steel,,"Flying, Psychic","Ground, Rock, Fire, Ice, Fairy","Flying, Psychic, Fairy"
Fighting,Water,Fire,,"Flying, Psychic, Fairy","Ground, Rock, Fire, Bug, Steel, Grass, Ice","Flying, Psychic, Fairy"
Fighting,Water,,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy"
Fighting,Water,Grass,Flying,"Psychic, Fairy","Ground, Rock, Fire, Water","Flying, Psychic, Fairy"
Fighting,Water,Electric,,"Psychic, Fairy","Ground, Rock, Fire, Flying, Water","Flying, Psychic, Fairy"
Fighting,Water,Psychic,Psychic,"Flying, Fairy","Ground, Rock, Fire, Fighting, Poison","Flying, Psychic, Fairy"
Fighting,Water,Ice,,"Psychic, Fairy","Ground, Rock, Fire, Flying, Grass, Dragon","Flying, Psychic, Fairy"
Fighting,Water,Dragon,Fairy,"Flying, Psychic","Ground, Rock, Fire, Dragon","Flying, Psychic, Fairy"
Fighting,Water,Dark,Fairy,Flying,"Ground, Rock, Fire, Ghost, Psychic","Flying, Psychic, Fairy"
Fighting,Water,Fairy,,"Flying, Psychic, Fairy","Ground, Rock, Fire, Fighting, Dragon, Dark","Flying, Psychic, Fairy"
Fighting,Grass,Normal,Flying,"Psychic, Fairy","Ground, Rock, Water","Flying, Psychic, Fairy"
Fighting,Grass,Fighting,"Flying, Psychic, Fairy",,"Ground, Rock, Water, Normal, Steel, Ice, Dark","Flying, Psychic, Fairy"
Fighting,Grass,Flying,Flying,"Psychic, Fairy","Ground, Rock, Water, Fighting, Bug, Grass","Flying, Psychic, Fairy"
Fighting,Grass,Poison,Flying,Psychic,"Ground, Rock, Water, Grass, Fairy","Flying, Psychic, Fairy"
Fighting,Grass,Ground,Flying,"Psychic, Fairy","Ground, Rock, Water, Poison, Steel, Fire, Electric","Flying, Psychic, Fairy"
Fighting,Grass,Rock,,"Psychic, Fairy","Ground, Rock, Water, Flying, Bug, Fire, Ice","Flying, Psychic, Fairy"
